Genre,S_Lyric,Genre_Index
Country,She was born out in the sticks In the drought of '76 Pulled the wings of bugs for kicks She's country Learned to drive in beat up hack Shotgun and an old bashed hat Chasin' roos and razorback She's country She'll look you in the eye Work all day and dance all night Drink the whole bar dry Hot day's you can find her there Lying by the lake and she don't care Wearin' nothin' but her long dark hair She's country She's country certified Country 'till the day she dies She's country born and bred She's country as it gets Grew up fast in '89 Helped her Ma keep the farm alive The year her Daddy died Put a roof on the old hay shed Fixed the,0
Country,"Have you been to Jesus for the cleansing power? Are you washed in the blood of the Lamb? Are you fully trusting in His grace this hour? Are you washed in the blood of the Lamb? Are you washed in the blood, In the soul-cleansing blood of the Lamb? Are your garments spotless are they white as snow? Are you washed in the blood of the Lamb? Lay aside your garments that are stained with sin And be washed in the blood of the Lamb. There's a fountain flowing for the soul unclean. O, be washed in the blood of the Lamb! Are you washed in the blood, In the soul-cleansing blood of the Lamb? Are your garments spotless are they white as snow? Are you washed in",0
Hip-Hop,"And Round All Day Long The Wheels On The Bus Go Round And Round Round And Round.... Round And Round The Wheels On The Bus Go Round And Round All Day Long I Remember Tyranosauras Rex handed Bridget And Pokey Paco was a Mexican Midget Phlegmmy Frank was coughing and could never beat germs I used to force him to drink spit and eat worms Henry The Hunchback would never punch back I'd beat him in the hump and then I'd take his lunch-pack Everyone on the bus was a vegtable head And the kid who got all the girls was Testicle Ted Man, most of them were born with this initial vegetation They told me I was gifted and in Special Education Matilda The Gorilla used to",1
Hip-Hop,"too slow You can't peep my ill flow in this Burning Zone Keep low like an Eskimo Askin' people, still carry my flow, open the do' It's the real outlaw, from Flatbush to South Shore Givin you more and more I just came home from tour It's my time to burn to explore I'm comin through the floor with Low X I'm fully gassed to the max movin stacks, no fakin jacks I'm the baddest man on the wax Messin around with my Squad, you get taxed Shittin' Ex-Lax, on hot tracks, I can't relax Breakin' backs, with my NFL Quarterbacks Flipmode deep we bring good things to light Put down your gun and light I'm in it to win it plus I'm wildin for da night [Busta]",1
Country,Well I saw it clear today that we were all more than only refugees And the heads of state called out all of their reserves So they could postpone World War III I can hear the morning crier yellin' read all about it here's the truth You are either just the newspaper boy or you're either Babe Ruth Now how could we have been put upon this planet Fools enough to think that we could be The first to form a civilized involvement from the charismatic sea There's a ten year old in the alley Throws a hard ball off the wall that is the truth He knows you're either just the newspaper boy or you're either Babe Ruth The home run king We can all dream up,0
R&B,aint gone do no nuthing to mess it up if 4 i do ill spend 4 million to make it up What if i was broke what if i was slim What if couldnt sing and i didnt win What if i had to catch the bus i'll still stay Wit my momma so there aint no making love baby What if i had to used the payphone jus to get my game on would you still Wanna put it on me What if What if What if Awww baby what if What if What if What if yeaaaaaaaa,3
Country,a way to do your good deed for today The one thing you could do and not go wrong is give a lonely heart a home So just give a lonely heart a home...,0
Hip-Hop,"fan Me no cupcake, Me no mark Me no sucker Me got heart 289, 454 Fresh outta impound Fresh outta tow He so foolish I con-cur Roger that Aye,aye sir Unusual slump Dinormous slap He off a blunt He on that yac Show casing Car racing Ice skating Lane changing Heads or tails Flipping a coin Bill of sales Everyday morn [Chorus]",1
R&B,every woman has to go and find her own path and if our love was true like we always knew then i'll be coming back when i walked the world the whole way around and the best i've had i've already found when the heart has had enough of breaking down and darling you'll know where i'll be come home to me now while your on your way think of how this all began before lovers we were friends that's no ordinary thing i'm gonna put my trust in love so love put your trust in you when i walked the world the whole way around and the best i've had i've already found when the heart has had enough of breaking down my darling you'll know where,3
Electronic,"Saturday's (yeah) Right now am on a holiday (yeah) Free me fly away (yeah) Baby girl come cool me down Don't stop am on a holiday (yeah) I wanna free my mind and go away (yeah) Free me fly away (yeah) Oh my God come cool me down [Hook/Chorus: Wizkid] Whine like this (so), gimme that thing (so) Whine like this (so), gimme that thing (so) Gimme that thing girl whine like this Girl whine with star boy gimme that thing (so) Whine like this (so), gimme that thing (so) Whine like this (so), gimme that thing (so) Gimme that thing girl whine like this Girl whine with star boy gimme that thing (so)",2
Country,"the good times roll Mile after mile, smile after smile Headin' down the line Hey we're having good times Oooh roll down the windows baby, feel the wind blow Ohh turn up the radio, turn up the radio, hey turn up the radio Good times, it's a good time to let the good times roll Mile after mile, smile after smile Headin' down the line Hey we're having good times",0
Hip-Hop,"up 2 to the south tell them deuces just put 2 in the air so sick said it must be the flu in the air if you do it big then i prolly did it od thought it was a dream but i aint never get no sleep up all night gettin higher then the nose bleed swear i was raised by beats like moblique came from the bottom rats in the roaches now niggas blunts aint as fat as my roaches bout to go HAM, ya n-ggas just kosher I'ma shark in the water, see the fin then its over (Meek Mill) They were sleeping on me Time for me to wake them up Counting all these fucking babies till I get a paper cut kill the",1
R&B,"me now I really want to tell you I'm sorry I could never let you go After all that we've been through I will make it up to you, I promise you And after all that's been said and done You're just a part of me I can't let go",3
R&B,Whatever this becomes Whatever words I say We are the fortunate ones... And when the days are done I won't forget All I see in you and me Is a light in the dark of humanity And when the days are done I won't forget Timid steps - come walk with me And with your useless words Come talk to me There are broken hearts Now on your stereo But the broken beats are just too slow You'll cry - it doesn't change a thing Kill the lights - and let the rain fall Recall - the memories Of yesterdays and better ways And know - the innocence is gone... Move on - from this day on We'll never be the same... The saddest songs Make sense to,3
